word,real_word,index,rank,count,sentence
solitude,solitude,13098,21790,1,"During his missions, Saint-Exup ry thought deeply about solitude, friendship, the meaning of life, the human condition, and liberty."
revolver,revolver,11561,21847,1,Even as I was digging into my pocked to get out my revolver I made a running step back.
dictator,dictator,1534,21872,1,"Fortunately, however, for the reputation of Asteroid B- , a Turkish dictator made a law that his subjects, under pain of death, should change to European costume."
scarcely,scarcely,564,21962,4,It was a question of life or death for me: I had scarcely enough drinking water to last a week.
thirst,thirst,731,22042,5,"And yet my little man seemed neither to be straying uncertainly among the sands, nor to be fainting from fatigue or hunger or thirst or fear."
acquaintance,acquaintance,1053,22164,1,And that is how I made the acquaintance of the little prince.
plainly,plainly,2612,22432,1,"""Children,"" I say plainly, ""watch out for the baobabs!"""
extinct,extinct,4184,22651,8,He also had one volcano that was extinct.
ponder,pondered,195,22652,1,"I pondered deeply, then, over the adventures of the jungle."
radiance,radiance,3677,22685,3,It was only in the full radiance of her beauty that she wished to appear.
tame,tamed,8906,22879,17,"""I am not tamed."""
misunderstanding,misunderstandings,9364,22960,1,Words are the source of misunderstandings.
admiration,admiration,3739,23032,1,But the little prince could not restrain his admiration:
revive,reviving,11791,23117,1,I could see that he was reviving little by little.
abode,abodes,8665,23126,1,And all roads lead to the abodes of men.
boast,boasted,9780,23203,1,"But in herself alone she is more important than all the hundreds of you other roses: because it is she that I have watered; because it is she that I have put under the glass globe; because it is she that I have sheltered behind the screen; because it is for her that I have killed the caterpillars (except the two or three that we saved to become butterflies); because it is she that I have listened to, when she grumbled, or boasted, or even sometimes when she said nothing."
disturb,disturbing,8959,23336,1,It is very disturbing.
whence,whence,8330,23775,1,"""Whomever I touch, I send back to the earth from whence he came,"" the snake spoke again."
forbid,forbid,4615,23833,2,"""I forbid you to do so."""
bulky,bulky,5086,23873,1,replied the king; and before saying anything else he consulted a bulky almanac.
adore,adore,8056,23934,1,"They adore figures, and that will please them."
thicker,thicker,8269,23940,1,"""You are no thicker than a finger..."""
businessmen,businessmen,7737,24039,1,"One can count; there are kings (not forgetting, to be sure, the Negro kings among them), geographers, , businessmen, , , tipplers, and , , conceited men-- that is to say, about , , , grown-ups."
abyss,abyss,11750,24213,1,I was holding him close in my arms as if he were a little child; and yet it seemed to me that he was rushing headlong toward an abyss from which I could do nothing to restrain him...
xviii,XVIII,111,24277,2,Chapter XVIII
seriousness,seriousness,638,24329,1,"And I saw a most extraordinary small person, who stood there examining me with great seriousness."
pulley,pulley,10831,24365,7,"""Everything is ready for use: the pulley, the bucket, the rope..."""
asteroid,Asteroid,1468,24458,8,"He might call it, for example, ""Asteroid ."""
eruption,eruptions,4208,24857,2,"If they are well cleaned out, volcanoes burn slowly and steadily, without any eruptions."
andes,Andes,13077,25192,1,"There also, he accomplished many dangerous missions over the Andes."
thirsty,thirsty,10336,25239,4,"""He has never been either hungry or thirsty."
shabby,shabby,12209,25249,1,"It will be a very shabby trick that I shall have played on you..."""
sweetness,sweetness,4345,25334,3,He did not understand this quiet sweetness.
indifference,indifference,1801,25345,1,"But certainly, for us who understand life, figures are a matter of indifference."
xix,XIX,113,25346,2,Chapter XIX
resemblance,resemblance,1981,25520,1,"One drawing goes along all right, and another has no resemblance to its subject."
abruptly,abruptly,1182,25555,3,"At that moment I caught a gleam of light in the impenetrable mystery of his presence; and I demanded, abruptly:"
weep,weeping,11362,25728,1,"One runs the risk of weeping a little, if one lets himself be tamed..."
moan,moaned,10848,25866,1,"And the pulley moaned, like an old weathervane, which the wind has long since forgotten."
sank,sank,1214,25908,1,"And he sank into a reverie, which lasted a long time."
siberia,Siberia,7824,26069,1,"Next, the lamplighters of China and Siberia would enter for their steps in the dance, and then they too would be waved back into the wings."
xvii,XVII,109,26200,2,Chapter XVII
dedicate,dedicating,20,26228,2,I ask the indulgence of the children who may read this book for dedicating it to a grown-up.
miraculous,miraculous,3623,26267,1,"The little prince, who was present at the first appearance of a huge bud, felt at once that some sort of miraculous apparition must emerge from it."
dangle,dangling,11400,26291,1,"When I came back from my work, the next evening, I saw from some distance away my little price sitting on top of a wall, with his feet dangling."
peacefully,peacefully,3550,26346,1,"One morning they would appear in the grass, and by night they would have faded peacefully away."
brilliantly,brilliantly,9945,26519,3,And a brilliantly lighted express train shook the switchman's cabin as it rushed by with a roar like thunder.
echoed,echoed,8455,26570,1,she echoed.
shuts,shuts,12683,26711,1,"The little prince shuts his flower under her glass globe every night, and he watches over his sheep very carefully..."""
tenderness,tenderness,4073,26713,2,"This tale of claws, which disturbed me so much, should only have filled my heart with tenderness and pity."""
stately,stately,7184,26755,1,It was the most magnificent and stately planet that he had ever seen.
muffler,muffler,11624,26843,1,I had loosened the golden muffler that he always wore.
cumbersome,cumbersome,885,27419,1,"A boa constrictor is a very dangerous creature, and an elephant is very cumbersome."
hoist,hoisted,10886,27830,1,"I hoisted the bucket slowly to the edge of the well and set it there-- happy, tired as I was, over my achievement."
petal,petals,3528,27992,4,They had only one ring of petals; they took up no room at all; they were a trouble to nobody.
pluck,pluck,6326,28085,2,"And because he felt a bit sad as he remembered his little planet, which he had forsaken, he plucked up his courage to ask the king a favour:"
xxi,XXI,116,28205,2,Chapter XXI
politely,politely,8445,28289,2,"the little prince asked, politely."
contemplation,contemplation,1230,28691,1,"Then, taking my sheep out of his pocket, he buried himself in the contemplation of his treasure."
recount,recount,6294,29053,1,"""I count them and recount them."
recollection,recollections,7295,29088,1,"And if the recollections of any one among them seem interesting to him, the geographer orders an inquiry into that explorer's moral character."""
awaken,awakened,603,29156,2,"Thus you can imagine my amazement, at sunrise, when I was awakened by an odd little voice."
rosy,rosy,1669,29199,1,"If you were to say to the grown-ups: ""I saw a beautiful house made of rosy brick, with geraniums in the windows and doves on the roof,"" they would not be able to get any idea of that house at all."
torment,torment,3814,29210,1,"So, too, she began very quickly to torment him with her vanity-- which was, if the truth be known, a little difficult to deal with."
loosen,loosened,11621,29528,1,I had loosened the golden muffler that he always wore.
astronomer,astronomer,1453,29655,4,"When an astronomer discovers one of these he does not give it a name, but only a number."
sob,sobbing,3408,29976,1,His words were choked by sobbing.
restrain,restrain,3737,30094,2,But the little prince could not restrain his admiration:
intimately,intimately,428,30261,1,"I have seen them intimately, close at hand."
hastily,hastily,5397,30355,1,"""I made you my Ambassador,"" the king called out, hastily."
sharpen,sharpened,7444,30449,2,"And, having opened his big register, the geographer sharpened his pencil."
stonewall,stonewall,11378,30543,1,Beside the well there was the ruin of an old stonewall.
afar,afar,5431,30669,1,"he exclaimed from afar, when he first saw the little prince coming."
inhabit,inhabited,713,30748,8,"Remember, I had crashed in the desert a thousand miles from any inhabited region."
fumble,fumble,2009,30892,1,"So I fumble along as best I can, now good, now bad, and I hope generally fair-to-middling."
grieve,grieve,5345,31141,1,"But the little prince, having now completed his preparations for departure, had no wish to grieve the old monarch."
misfortune,misfortunes,1156,31190,1,I like my misfortunes to be taken seriously.
irritated,irritated,1152,31274,1,"And the little prince broke into a lovely peal of laughter, which irritated me very much."
disobedience,disobedience,4701,31335,1,He tolerated no disobedience.
whomever,Whomever,8323,31382,1,"""Whomever I touch, I send back to the earth from whence he came,"" the snake spoke again."
shrug,shrug,1745,31828,2,"They would shrug their shoulders, and treat you like a child."
enchantment,enchantment,10573,31831,1,But it cast an enchantment over that house.
enlist,enlisted,13153,32537,1,Saint-Exup ry enlisted immediately in the army.
linger,linger,4456,32577,1,"""Don't linger like this."
unlucky,unlucky,6946,32663,2,"""Then you're unlucky,"" said the little prince."
yawn,yawned,3716,32664,10,"And, after working with all this painstaking precision, she yawned and said:"
precede,preceding,12821,33043,1,"It is the same as that on the preceding page, but I have drawn it again to impress it on your memory."
muzzle,muzzle,3457,33249,5,I will draw you a muzzle for your sheep.
timid,timid,4748,33672,1,Then this little seed will stretch itself and begin-- timidly at first-- to push a charming little sprig inoffensively upward toward the sun.
forsaken,forsaken,4927,33824,1,"And because he felt a bit sad as he remembered his little planet, which he had forsaken, he plucked up his courage to ask the king a favour:"
shimmer,shimmer,10914,34001,1,"The song of the pulley was still in my ears, and I could see the sunlight shimmer in the still trembling water."
meditate,meditating,13088,34131,1,"It was also meditating, reflecting."
remorse,remorse,3988,34185,1,Then she forced her cough a little more so that he should suffer from remorse just the same.
amazement,amazement,599,34316,1,"Thus you can imagine my amazement, at sunrise, when I was awakened by an odd little voice."
crammed,crammed,4589,34518,1,The little prince looked everywhere to find a place to sit down; but the entire planet was crammed and obstructed by the king's magnificent ermine robe.
complicate,complicated,1106,34586,2,"The first time he saw my airplane, for instance (I shall not draw my airplane; that would be much too complicated for me), he asked me:"
scorn,scorned,6976,34727,1,"""That man,"" said the little prince to himself, as he continued farther on his journey, ""that man would be scorned by all the others: by the king, by the conceited man, by the tippler, by the businessman."
sprout,sprout,2346,34743,3,"If it is only a sprout of radish or the sprig of a rose-bush, one would let it grow wherever it might wish."
obeyed,obeyed,5108,34945,2,"And you will see how well I am obeyed."""
reassure,reassure,3062,35060,3,They reassure themselves as best they can.
toil,toil,7918,35150,1,"""When you've finished your own toilet in the morning, then it is time to attend to the toilet of your planet, just so, with the greatest care."
daybreak,daybreak,10743,35722,2,"And, as I walked on so, I found the well, at daybreak."
fasten,fasten,12657,36307,1,He will never have been able to fasten it on his sheep.
geranium,geraniums,1672,36324,1,"If you were to say to the grown-ups: ""I saw a beautiful house made of rosy brick, with geraniums in the windows and doves on the roof,"" they would not be able to get any idea of that house at all."
choked,choked,3407,36362,1,His words were choked by sobbing.
yonder,yonder,9194,36455,1,And then look: you see the grain-fields down yonder?
xxiii,XXIII,120,36563,2,Chapter XXIII
xxii,XXII,118,36822,2,Chapter XXII
amuse,amuse,5920,37190,2,I don't amuse myself with balderdash.
handkerchief,handkerchief,6677,38027,1,Then he mopped his forehead with a handkerchief decorated with red squares.
repose,repose,6773,38211,1,"""Then-- the planet now makes a complete turn every minute, and I no longer have a single second for repose."
hasten,hastened,4801,38212,1,"""I order you to ask me a question,"" the king hastened to assure him."
nourishment,nourishment,10960,38674,1,This water was indeed a different thing from ordinary nourishment.
earnestly,earnestly,1363,38786,1,"Then the little prince said, earnestly:"
ephemeral,ephemeral,7532,39014,5,"""We do not record them,"" said the geographer, ""because they are ephemeral."""
veritable,veritable,7771,39400,1,"To give you an idea of the size of the Earth, I will tell you that before the invention of electricity it was necessary to maintain, over the whole of the six continents, a veritable army of , lamplighters for the street lamps."
overtake,overtake,3489,39579,1,"I did not know how I could reach him, where I could overtake him and go on hand in hand with him once more."
habitation,habitation,583,39676,3,"The first night, then, I went to sleep on the sand, a thousand miles from any human habitation."
obstruct,obstructed,4591,39730,1,The little prince looked everywhere to find a place to sit down; but the entire planet was crammed and obstructed by the king's magnificent ermine robe.
islet,islet,8018,40070,1,All humanity could be piled up on a small Pacific islet.
burrow,burrow,9184,40114,1,"Yours will call me, like music, out of my burrow."
flatten,flattening,10070,40167,1,"Only the children are flattening their noses against the windowpanes."""
giddy,giddy,5980,40291,1,"The first time was twenty-two years ago, when some giddy goose fell from goodness knows where."
gravely,gravely,11651,40402,1,"He looked at me very gravely, and put his arms around my neck."
quench,quench,10138,40453,1,This was a merchant who sold pills that had been invented to quench thirst.
passer,passer,9708,40454,1,"To be sure, an ordinary passer-by would think that my rose looked just like you-- the rose that belongs to me."
modestly,modestly,1139,40471,1,"""Yes,"" I answered, modestly."
relentlessly,relentlessly,3165,40772,1,"But he went on, relentlessly:"
inseparable,inseparable,4002,40838,1,"So the little prince, in spite of all the good will that was inseparable from his love, had soon come to doubt her."
astonishment,astonishment,703,41108,1,Now I stared at this sudden apparition with my eyes fairly starting out of my head in astonishment.
murmur,murmured,4663,41253,1,"murmured the little prince, now completely abashed."
shipwreck,shipwrecked,588,41351,1,I was more isolated than a shipwrecked sailor on a raft in the middle of the ocean.
minster,Minster,5155,41468,1,"""Minster of-- of Justice!"""
perplexed,perplexed,9095,41502,1,"The fox seemed perplexed, and very curious."
tremble,trembled,10661,41577,2,"In the moonlight I looked at his pale forehead, his closed eyes, his locks of hair that trembled in the wind, and I said to myself: ""What I see here is nothing but a shell."
dreamt,dreamt,12936,41829,1,"At an early age, he dreamt of adventure."
plucked,plucked,4928,42069,1,"And because he felt a bit sad as he remembered his little planet, which he had forsaken, he plucked up his courage to ask the king a favour:"
xxiv,XXIV,122,42632,2,Chapter XXIV
reproach,reproaches,4328,42903,1,He was surprised by this absence of reproaches.
arouse,aroused,1239,43132,1,"You can imagine how my curiosity was aroused by this half-confidence about the ""other planets."""
frighten,frightened,231,43167,4,"I showed my masterpiece to the grown-ups, and asked them whether the drawing frightened them."
embarrass,Embarrassed,3945,43520,3,"Embarrassed over having let herself be caught on the verge of such a na ve untruth, she coughed two or three times, in order to put the little prince in the wrong."
resolute,resolute,12349,43680,1,When I succeeded in catching up with him he was walking along with a quick and resolute step.
xxv,XXV,124,44021,2,Chapter XXV
sweetly,sweetly,3748,44056,2,"the flower responded, sweetly."
motionless,motionless,12544,44165,1,He remained motionless for an instant.
fainting,fainting,727,44199,1,"And yet my little man seemed neither to be straying uncertainly among the sands, nor to be fainting from fatigue or hunger or thirst or fear."
retort,retorted,6214,44630,1,"the businessman retorted, peevishly."
oblige,obliged,2260,44733,2,"And I was obliged to make a great mental effort to solve this problem, without any assistance."
wanders,wanders,7935,44981,1,"When one wishes to play the wit, he sometimes wanders a little from the truth."
extinguish,extinguished,10734,45925,1,"I felt the need of protecting him, as if he himself were a flame that might be extinguished by a little puff of wind..."
admirer,admirer,5428,46836,2,"I am about to receive a visit from an admirer!"""
acquaint,acquainted,4409,47239,1,"""Well, I must endure the presence of two or three caterpillars if I wish to become acquainted with the butterflies."
carelessly,carelessly,1859,47947,1,For I do not want any one to read my book carelessly.
gleam,gleam,1173,48023,2,"At that moment I caught a gleam of light in the impenetrable mystery of his presence; and I demanded, abruptly:"
monotonous,monotonous,9124,48293,1,"""My life is very monotonous,"" the fox said."
xxvi,XXVI,126,48589,2,Chapter XXVI
rheumatism,rheumatism,6012,48757,1,"The second time, eleven years ago, I was disturbed by an attack of rheumatism."
tiresome,tiresome,351,48971,1,"Grown-ups never understand anything by themselves, and it is tiresome for children to be always and forever explaining things to them."
irreparable,irreparable,11826,49950,1,Once again I felt myself frozen by the sense of something irreparable.
forbearance,forbearance,1788,50293,1,Children should always show great forbearance toward grown-up people.
voluminous,voluminous,7080,50345,1,It was inhabited by an old gentleman who wrote voluminous books.
apparition,apparition,696,50492,2,Now I stared at this sudden apparition with my eyes fairly starting out of my head in astonishment.
phew,Phew,5876,50547,1,Phew!
radish,radish,2347,50594,1,"If it is only a sprout of radish or the sprig of a rose-bush, one would let it grow wherever it might wish."
impenetrable,impenetrable,1176,51185,1,"At that moment I caught a gleam of light in the impenetrable mystery of his presence; and I demanded, abruptly:"
saddest,saddest,12813,52037,1,"This is, to me, the loveliest and saddest landscape in the world."
headlong,headlong,11748,52406,1,I was holding him close in my arms as if he were a little child; and yet it seemed to me that he was rushing headlong toward an abyss from which I could do nothing to restrain him...
necktie,neckties,505,52797,1,"I would talk to him about bridge, and golf, and politics, and neckties."
xxvii,XXVII,128,52800,2,Chapter XXVII
inhabitant,inhabitants,7978,53338,1,"If the two billion inhabitants who people its surface were all to stand upright and somewhat crowded together, as they do for some big public assembly, they could easily be put into one public square twenty miles long and twenty miles wide."
reverie,reverie,1216,53834,1,"And he sank into a reverie, which lasted a long time."
homesick,homesick,8373,53858,1,"""I can help you, some day, if you grow too homesick for your own planet."
soothes,soothes,12147,54026,1,"""And when your sorrow is comforted (time soothes all sorrows) you will be content that you have known me."
painstaking,painstaking,3713,54309,1,"And, after working with all this painstaking precision, she yawned and said:"
frightful,frightful,5990,54515,1,"He made the most frightful noise that resounded all over the place, and I made four mistakes in my addition."
sickly,sickly,907,54580,1,This sheep is already very sickly.
darken,darkened,3392,55901,1,"But if the sheep eats the flower, in one moment all his stars will be darkened..."
grumble,grumbled,9779,57408,1,"But in herself alone she is more important than all the hundreds of you other roses: because it is she that I have watered; because it is she that I have put under the glass globe; because it is she that I have sheltered behind the screen; because it is for her that I have killed the caterpillars (except the two or three that we saved to become butterflies); because it is she that I have listened to, when she grumbled, or boasted, or even sometimes when she said nothing."
alight,alight,7814,57497,2,"Having set their lamps alight, these would go off to sleep."
weathervane,weathervane,10851,59006,1,"And the pulley moaned, like an old weathervane, which the wind has long since forgotten."
vexed,vexed,4686,59916,1,"He sputtered a little, and seemed vexed."
feverish,feverish,10390,60171,1,"Thirst had made me a little feverish, and I looked at them as if I were in a dream."
disobey,disobey,785,60633,1,"When a mystery is too overpowering, one dare not disobey."
monotony,monotony,5564,61769,1,After five minutes of this exercise the little prince grew tired of the game's monotony.
weariness,weariness,10355,62717,1,I made a gesture of weariness.
asunder,asunder,11504,63241,1,"I stopped in my tracks, my heart torn asunder; but still I did not understand."
primeval,primeval,151,63365,2,"Once when I was six years old I saw a magnificent picture in a book, called True Stories from Nature, about the primeval forest."
clapped,clapped,5510,63947,1,The little prince clapped his hands.
coughed,coughed,3956,64166,2,"Embarrassed over having let herself be caught on the verge of such a na ve untruth, she coughed two or three times, in order to put the little prince in the wrong."
throb,throbs,10517,64761,1,"Yet through the silence something throbs, and gleams..."
exclaim,exclaim,1701,66408,4,"Then they would exclaim: ""Oh, what a pretty house that is!"""
conceited,conceited,5422,67211,12,The second planet was inhabited by a conceited man.
footstool,footstool,8528,67773,1,And he used the extinct volcano as a footstool.
geographer,geographer,7130,68129,23,"""I am a geographer,"" the old gentleman said to him."
confide,confided,4029,69751,1,"""I ought not to have listened to her,"" he confided to me one day."
adornment,adornment,3692,69926,1,And her mysterious adornment lasted for days and days.
peal,peal,1149,70641,2,"And the little prince broke into a lovely peal of laughter, which irritated me very much."
overpower,overpowering,781,71168,1,"When a mystery is too overpowering, one dare not disobey."
thunderstruck,thunderstruck,618,75718,3,"I jumped to my feet, completely thunderstruck."
blest,blest,7057,76374,1,"What the little prince did not dare confess was that he was sorry most of all to leave this planet, because it was blest every day with sunsets!"
infest,infested,2402,78259,1,The soil of that planet was infested with them.
astonish,astonished,10534,78538,2,I was astonished by a sudden understanding of that mysterious radiation of the sands.
sputter,sputtered,4682,78692,1,"He sputtered a little, and seemed vexed."
baobab,baobabs,2111,78826,20,"It was in this way that I heard, on the third day, about the catastrophe of the baobabs."
dreadfully,dreadfully,8751,79634,1,"she would cough most dreadfully, and she would pretend that she was dying, to avoid being laughed at."
ermine,ermine,4504,80137,3,"Clad in royal purple and ermine, he was seated upon a throne which was at the same time both simple and majestic."
sprig,sprig,2339,80933,2,Then this little seed will stretch itself and begin-- timidly at first-- to push a charming little sprig inoffensively upward toward the sun.
unscrew,unscrew,2961,82462,1,At that moment I was very busy trying to unscrew a bolt that had got stuck in my engine.
balderdash,balderdash,5923,83259,1,I don't amuse myself with balderdash.
moisten,moistened,11629,87201,1,"I had moistened his temples, and had given him some water to drink."
frightens,frightens,4659,89562,1,"""That frightens me..."
resound,resounded,5993,90491,1,"He made the most frightful noise that resounded all over the place, and I made four mistakes in my addition."
courteously,courteously,8116,90744,2,"""Good evening,"" said the little prince courteously."
insubordination,insubordination,4872,92311,1,"I do not permit insubordination."""
immensity,immensity,10362,92598,1,"It is absurd to look for a well, at random, in the immensity of the desert."
tames,tames,9284,92759,1,"""One only understands the things that one tames,"" said the fox."
constrictor,constrictor,156,93183,13,It was a picture of a boa constrictor in the act of swallowing an animal.
astound,astounded,864,93479,1,"And I was astounded to hear the little fellow greet it with,"
stratagem,stratagems,4123,98243,1,I ought to have guessed all the affection that lay behind her poor little stratagems.
crossly,crossly,825,98641,1,"But then I remembered how my studies had been concentrated on geography, history, arithmetic, and grammar, and I told the little chap (a little crossly, too) that I did not know how to draw."
timidly,timidly,2334,99219,1,Then this little seed will stretch itself and begin-- timidly at first-- to push a charming little sprig inoffensively upward toward the sun.
windowpane,windowpanes,10075,103078,1,"Only the children are flattening their noses against the windowpanes."""
majestically,majestically,4761,105014,1,"""I order you to do so,"" the king answered him, and majestically gathered in a fold of his ermine mantle."
impregnable,impregnable,5778,105666,1,"The tippler brought his speech to an end, and shut himself up in an impregnable silence."
expectantly,expectantly,7472,108152,1,said the geographer expectantly.
trudge,trudged,10371,108612,1,"When we had trudged along for several hours, in silence, the darkness fell, and the stars began to come out."
untruth,untruth,3954,108989,1,"Embarrassed over having let herself be caught on the verge of such a na ve untruth, she coughed two or three times, in order to put the little prince in the wrong."
hesitancy,hesitancy,11303,111383,1,"And I added, with some hesitancy:"
lamplighter,lamplighter,6503,116293,17,There was just enough room on it for a street lamp and a lamplighter.
uncertainly,uncertainly,722,121474,1,"And yet my little man seemed neither to be straying uncertainly among the sands, nor to be fainting from fatigue or hunger or thirst or fear."
dejection,dejection,4241,125298,2,"The little prince also pulled up, with a certain sense of dejection, the last little shoots of the baobabs."
mopped,mopped,6673,127971,1,Then he mopped his forehead with a handkerchief decorated with red squares.
moralist,moralist,2584,128290,1,I do not much like to take the tone of a moralist.
rosebush,rosebushes,2490,129881,1,"You must see to it that you pull up regularly all the baobabs, at the very first moment when they can be distinguished from the rosebushes which they resemble so closely in their earliest youth."
blundering,blundering,3479,129960,1,I felt awkward and blundering.
waken,wakened,10866,133439,1,"Thus you can imagine my amazement, at sunrise, when I was awakened by an odd little voice."
handsomest,handsomest,5610,173639,1,"""To admire mean that you regard me as the handsomest, the best-dressed, the richest, and the most intelligent man on this planet."""
lugubrious,lugubrious,5720,183706,1,"""I am drinking,"" replied the tippler, with a lugubrious air."
rumple,rumpled,3668,214393,1,"She did not wish to go out into the world all rumpled, like the field poppies."
indulgently,indulgently,917,216932,1,My friend smiled gently and indulgently.
coquettish,coquettish,3687,217374,1,She was a coquettish creature!
pocked,pocked,11558,219729,1,Even as I was digging into my pocked to get out my revolver I made a running step back.
bewilder,bewildered,4332,224053,1,"He stood there all bewildered, the glass globe held arrested in mid-air."
intoxicate,intoxicated,7339,227814,1,"""Because intoxicated men see double."
switchman,switchman,9915,273975,8,"""Good morning,"" said the railway switchman."
vely,vely,4446,280329,1,"And the little prince broke into a lovely peal of laughter, which irritated me very much."
dishearten,disheartened,334,322072,1,I had been disheartened by the failure of my Drawing Number One and my Drawing Number Two.
exup,Exup,5,10000000,18,Antoine de Saint-Exup ry
inoffensively,inoffensively,2340,10000000,1,Then this little seed will stretch itself and begin-- timidly at first-- to push a charming little sprig inoffensively upward toward the sun.
resentfulness,resentfulness,3050,10000000,1,"Then the little prince flashed back at me, with a kind of resentfulness:"
disarrange,disarranged,3730,10000000,1,"My petals are still all disarranged..."""
abash,abashed,3798,10000000,2,"And the little prince, completely abashed, went to look for a sprinkling-can of fresh water."
consumingly,consumingly,4568,10000000,1,"""Approach, so that I may see you better,"" said the king, who felt consumingly proud of being at last a king over somebody."
thriftily,thriftily,5310,10000000,1,But you will pardon him on each occasion; for he must be treated thriftily.
tippler,tippler,5679,10000000,10,The next planet was inhabited by a tippler.
peevishly,peevishly,6215,10000000,1,"the businessman retorted, peevishly."
